DOMAIN,NAMESERVER,TYPE,REASON,PROVIDER,DEPENDENCY,REDUNDANT,ENTITY_COUNT
ovh.net,dns12.ovh.net,private,NS TLD matches domain TLD,ovh.net,Critical dependency,False,1
ovh.net,dns10.ovh.net,private,NS TLD matches domain TLD,ovh.net,Critical dependency,False,1
pinimg.com,ns9.pinterest.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
pinimg.com,ns10.pinterest.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
pinimg.com,ns5.pinterest.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
pinimg.com,ns6.pinterest.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
pstatic.net,ns2.naver.com,third,SOA mname points to third party: naver,naver,Critical dependency,False,1
pstatic.net,ns1.naver.com,third,SOA mname points to third party: naver,naver,Critical dependency,False,1
pstatic.net,ns3.naver.com,third,SOA mname points to third party: naver,naver,Critical dependency,False,1
qiniu.com,ns4.dnsv5.com,third,SOA mname points to third party: dnsv5,dnsv5,Critical dependency,False,1
qiniu.com,ns3.dnsv5.com,third,SOA mname points to third party: dnsv5,dnsv5,Critical dependency,False,1
quantserve.com,ns-128.awsdns-16.com,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quantserve.com,ns-1984.awsdns-56.co.uk,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quantserve.com,ns-1370.awsdns-43.org,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quantserve.com,ns-531.awsdns-02.net,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quic.cloud,ns-1988.awsdns-56.co.uk,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quic.cloud,ns-1213.awsdns-23.org,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quic.cloud,ns-211.awsdns-26.com,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
quic.cloud,ns-641.awsdns-16.net,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
rackcdn.com,ns2.rackspace.com,third,SOA mname points to third party: rackspace,rackspace,Critical dependency,False,1
rackcdn.com,ns.rackspace.com,third,SOA mname points to third party: rackspace,rackspace,Critical dependency,False,1
robloxdatabase.com,kara.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
robloxdatabase.com,ajay.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
sankuai.com,dns2.sankuai.com,private,NS TLD matches domain TLD,sankuai.com,Critical dependency,False,1
sankuai.com,dns3.sankuai.com,private,NS TLD matches domain TLD,sankuai.com,Critical dependency,False,1
sankuai.com,dns1.sankuai.com,private,NS TLD matches domain TLD,sankuai.com,Critical dependency,False,1
sc-cdn.net,ns-1211.awsdns-23.org,third,SOA mname points to third party: awsdns-47,awsdns-47,No critical dependency,False,1
sc-cdn.net,ns-465.awsdns-58.com,third,SOA mname points to third party: awsdns-47,awsdns-47,No critical dependency,False,1
sc-cdn.net,ns-576.awsdns-08.net,third,SOA mname points to third party: awsdns-47,awsdns-47,No critical dependency,False,1
sc-cdn.net,ns-1914.awsdns-47.co.uk,third,SOA mname points to third party: awsdns-47,awsdns-47,No critical dependency,False,1
section.io,ns-376.awsdns-47.com,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
section.io,ns-1000.awsdns-61.net,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
section.io,ns-1219.awsdns-24.org,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
section.io,ns-1621.awsdns-10.co.uk,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
sendgrid.net,ns11.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sendgrid.net,ns10.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sendgrid.net,ns12.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sendgrid.net,ns13.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sendgrid.net,ns15.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sendgrid.net,ns14.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
sfdcstatic.com,dns04.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,dns05.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,dns01.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,dns03.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,dns02.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,u2dns1.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,dns06.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
sfdcstatic.com,u2dns2.salesforce.com,third,SOA mname points to third party: salesforce,salesforce,Critical dependency,False,1
shopifycdn.com,blue.foundationdns.net,third,SOA mname points to third party: foundation,foundation,Critical dependency,False,1
shopifycdn.com,blue.foundationdns.com,third,SOA mname points to third party: foundation,foundation,Critical dependency,False,1
shopifycdn.com,blue.foundationdns.org,third,SOA mname points to third party: foundation,foundation,Critical dependency,False,1
sinacdn.com,ns1.sinacloud.com,third,SOA mname points to third party: sinacloud,sinacloud,Critical dependency,False,1
sinacdn.com,ns2.sinacloud.com,third,SOA mname points to third party: sinacloud,sinacloud,Critical dependency,False,1
spotifycdn.com,ns-cloud-b1.googledomains.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,dns2.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,dns3.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,ns-cloud-b2.googledomains.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,dns4.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,dns1.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,ns-cloud-b4.googledomains.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
spotifycdn.com,ns-cloud-b3.googledomains.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,True,2
sqspcdn.com,ns02.squarespacedns.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,dns4.p06.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,ns01.squarespacedns.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,ns03.squarespacedns.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,dns2.p06.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,dns3.p06.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,ns04.squarespacedns.com,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
sqspcdn.com,dns1.p06.nsone.net,third,SOA mname points to third party: nsone,nsone,No critical dependency,False,1
statically.io,mia.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
statically.io,jim.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
sucuri.net,cns1.secureserver.net,third,SOA mname points to third party: secureserver,secureserver,Critical dependency,False,1
sucuri.net,cns2.secureserver.net,third,SOA mname points to third party: secureserver,secureserver,Critical dependency,False,1
swiftserve.com,ns13.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
swiftserve.com,ns10.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
swiftserve.com,ns12.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
swiftserve.com,ns15.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
swiftserve.com,ns11.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
swiftserve.com,ns14.dnsmadeeasy.com,third,SOA mname points to third party: dnsmadeeasy,dnsmadeeasy,Critical dependency,False,1
telegra.ph,ns-cloud-c2.googledomains.com,third,SOA mname points to third party: googledomains,googledomains,Critical dependency,False,1
telegra.ph,ns-cloud-c3.googledomains.com,third,SOA mname points to third party: googledomains,googledomains,Critical dependency,False,1
telegra.ph,ns-cloud-c1.googledomains.com,third,SOA mname points to third party: googledomains,googledomains,Critical dependency,False,1
telegra.ph,ns-cloud-c4.googledomains.com,third,SOA mname points to third party: googledomains,googledomains,Critical dependency,False,1
tiktokcdn.com,a18-64.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
tiktokcdn.com,a9-66.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
tiktokcdn.com,a6-65.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
tiktokcdn.com,a13-67.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
tiktokcdn.com,a12-66.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
tiktokcdn.com,a1-97.akam.net,third,SOA mname points to third party: akam,akam,Critical dependency,False,1
trpcdn.net,ns1.trpcdn.net,private,NS TLD matches domain TLD,trpcdn.net,No critical dependency,False,1
trpcdn.net,gnsv56.bainsx.cn,third,SOA rname points to: baishan,N/A,No critical dependency,False,1
trpcdn.net,gnsv55.bainsx.cn,third,SOA rname points to: baishan,N/A,No critical dependency,False,1
twimg.com,c.u06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,a.u06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,d.r06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,a.r06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,b.r06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,b.u06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,c.r06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
twimg.com,d.u06.twtrdns.net,third,SOA mname points to third party: twtr,twtr,Critical dependency,False,1
ucloud.cn,ns4.dnsv5.com,third,SOA mname points to third party: dnsv5,dnsv5,Critical dependency,False,1
ucloud.cn,ns3.dnsv5.com,third,SOA mname points to third party: dnsv5,dnsv5,Critical dependency,False,1
unpkg.com,weston.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
unpkg.com,alexia.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
uxengine.net,ns-1538.awsdns-00.co.uk,third,SOA mname points to third party: awsdns-00,awsdns-00,No critical dependency,False,1
uxengine.net,ns-910.awsdns-49.net,third,SOA mname points to third party: awsdns-00,awsdns-00,No critical dependency,False,1
uxengine.net,ns-1464.awsdns-55.org,third,SOA mname points to third party: awsdns-00,awsdns-00,No critical dependency,False,1
uxengine.net,ns-259.awsdns-32.com,third,SOA mname points to third party: awsdns-00,awsdns-00,No critical dependency,False,1
vercel.app,ns4.vercel-dns-3.com,private,"Domanin name is contained in the nameserver, signaling ownership",vercel-dns-3.com,Critical dependency,False,1
vercel.app,ns1.vercel-dns-3.com,private,"Domanin name is contained in the nameserver, signaling ownership",vercel-dns-3.com,Critical dependency,False,1
vercel.app,ns2.vercel-dns-3.com,private,"Domanin name is contained in the nameserver, signaling ownership",vercel-dns-3.com,Critical dependency,False,1
vercel.app,ns3.vercel-dns-3.com,private,"Domanin name is contained in the nameserver, signaling ownership",vercel-dns-3.com,Critical dependency,False,1
verizon.net,ns2.verizon.net,private,NS TLD matches domain TLD,verizon.net,Critical dependency,False,1
verizon.net,ns1.verizon.net,private,NS TLD matches domain TLD,verizon.net,Critical dependency,False,1
verizon.net,ns4.verizon.net,private,NS TLD matches domain TLD,verizon.net,Critical dependency,False,1
verizon.net,ns3.verizon.net,private,NS TLD matches domain TLD,verizon.net,Critical dependency,False,1
vimeocdn.com,ns-778.awsdns-33.net,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
vimeocdn.com,ns-176.awsdns-22.com,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
vimeocdn.com,ns-1460.awsdns-54.org,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
vimeocdn.com,ns-1641.awsdns-13.co.uk,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
wixstatic.com,dns1.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,Critical dependency,False,1
wixstatic.com,dns2.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,Critical dependency,False,1
wixstatic.com,dns3.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,Critical dependency,False,1
wixstatic.com,dns4.p07.nsone.net,third,SOA mname points to third party: nsone,nsone,Critical dependency,False,1
wmfusercontent.org,ns1.wikimedia.org,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
wmfusercontent.org,ns0.wikimedia.org,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
wmfusercontent.org,ns2.wikimedia.org,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
worldssl.net,ns4.worldcdn.net,third,SOA rname points to: worldcdn,N/A,Critical dependency,False,1
worldssl.net,ns2.worldcdn.net,third,SOA rname points to: worldcdn,N/A,Critical dependency,False,1
worldssl.net,ns1.worldcdn.net,third,SOA rname points to: worldcdn,N/A,Critical dependency,False,1
worldssl.net,ns3.worldcdn.net,third,SOA rname points to: worldcdn,N/A,Critical dependency,False,1
wpengine.com,kara.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
wpengine.com,jim.ns.cloudflare.com,third,SOA mname points to third party: cloudflare,cloudflare,Critical dependency,False,1
wscdns.com,dns4.wscdns.info,private,"Domanin name is contained in the nameserver, signaling ownership",wscdns.info,No critical dependency,False,1
wscdns.com,dns2.wscdns.info,private,"Domanin name is contained in the nameserver, signaling ownership",wscdns.info,No critical dependency,False,1
wscdns.com,dns3.wscdns.org,private,"Domanin name is contained in the nameserver, signaling ownership",wscdns.org,No critical dependency,False,1
wscdns.com,dns1.wscdns.org,private,"Domanin name is contained in the nameserver, signaling ownership",wscdns.org,No critical dependency,False,1
wscdns.com,dns5.cdn30.org,third,SOA mname points to third party: wsc,wsc,No critical dependency,False,1
yastatic.net,ns1.yandex.net,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yastatic.net,ns2.yandex.net,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yimg.com,ns1.yahoo.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yimg.com,ns3.yahoo.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yimg.com,ns5.yahoo.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yimg.com,ns2.yahoo.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
yimg.com,ns4.yahoo.com,private,Domain has HTTPS and NS TLD is contained in SAN,N/A,Critical dependency,False,1
zdassets.com,ns-1471.awsdns-55.org,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
zdassets.com,ns-757.awsdns-30.net,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
zdassets.com,ns-223.awsdns-27.com,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
zdassets.com,ns-1898.awsdns-45.co.uk,third,SOA mname points to third party: aws,aws,No critical dependency,False,1
zscaler.net,ns12.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
zscaler.net,ns15.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
zscaler.net,ns13.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
zscaler.net,ns11.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
zscaler.net,ns14.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
zscaler.net,ns10.dnsmadeeasy.com,third,SOA mname points to third party: digicert,digicert,Critical dependency,False,1
