website,cdns,cdn_types,uses_third_party,critical_dependency,redundant,mult_third,step_id
06yahoo.com,yahoo,"{""yahoo"": ""private""}",False,False,False,False,"step 3, "
0wikipedia.org,wikimedia|cloudflare,"{""wikimedia"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
1-urlm.co,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
1001fonts.com,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
100ms.live,microsoft|amazon,"{""microsoft"": ""private"", ""amazon"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
1010discs.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
101xp.com,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
103.by,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
10xgenomics.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
111percent.net,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
11alive.com,microsoft|amazon|akamai,"{""microsoft"": ""private"", ""amazon"": ""third"", ""akamai"": ""third""}",True,False,True,True,"step 3, step 5 (SOA), step 6, "
11clubhouse.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
123apps.io,gcore,"{""gcore"": ""private""}",False,False,False,False,"step 5 (SOA), "
123flmsfree.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
123pelicula.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
126.net,netease,"{""netease"": ""private""}",False,False,False,False,"step 2, "
163jiasu.com,netease,"{""netease"": ""private""}",False,False,False,False,"step 2, "
173livek.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
173lives.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
173liveu.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
17track.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 6, "
1c.eu,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
1clickvpn.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
1drv.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 5 (SOA), "
1e100.net,google,"{""google"": ""private""}",False,False,False,False,"step 2, "
1e100cdn.net,google,"{""google"": ""private""}",False,False,False,False,"step 3, "
1panel.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
1px.tw,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
1stopbedrooms.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
1xbet.mobi,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
1xbetjap.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
209qu4892fh8934.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
22bet.co.ke,cloudflare|twitter,"{""cloudflare"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
22bet.ug,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
247pornvids.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
247sexvideo.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
24live.com,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
24ur.si,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
2ch.su,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
2fa.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
2gis.ae,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
2giskz.app,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
2o7.net,adobe,"{""adobe"": ""private""}",False,False,False,False,"step 2, "
2pbff.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
30d.jp,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
30minuteproject.com,cloudflare|twitter,"{""cloudflare"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
321moviesfree.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
32market.com,amazon|twitter,"{""amazon"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
3600.com,360,"{""360"": ""private""}",False,False,False,False,"step 6, "
360buyimg.com,yahoo,"{""yahoo"": ""private""}",False,False,False,False,"step 3, "
360kan.com,360|wangsu,"{""360"": ""private"", ""wangsu"": ""third""}",True,False,True,False,"step 6, step 6, "
360learning.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 5 (SOA), "
360monitoring.io,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
360playvid.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 7, "
360simg.com,360,"{""360"": ""private""}",False,False,False,False,"step 6, "
360sres.com,360,"{""360"": ""private""}",False,False,False,False,"step 6, "
360totalsecurity.com,360,"{""360"": ""private""}",False,False,False,False,"step 6, "
360tres.com,360,"{""360"": ""private""}",False,False,False,False,"step 6, "
365cyd.cn,yunaq,"{""yunaq"": ""private""}",False,False,False,False,"step 2, "
37games.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
3ddt.com.tr,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
3ds.com,amazon|akamai,"{""amazon"": ""private"", ""akamai"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
3mp3.ru,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
3pointdata.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
4at5.net,amazon|akamai,"{""amazon"": ""private"", ""akamai"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
4devs.com.br,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
4mediaentertainment.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
4ourhouse.co.uk,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
4projects.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
4strokemedia.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
4yousee.com.br,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
51bidlive.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
51credit.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
591.com.tw,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
59c4d209cf58735d53f2006d386c4052.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
66yahoo.com,yahoo|wikimedia,"{""yahoo"": ""private"", ""wikimedia"": ""third""}",True,False,True,False,"step 3, step 7, "
707.lv,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
77livetj.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
7asabco.org,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
7hits.games,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
7livecloud.io,microsoft|amazon,"{""microsoft"": ""private"", ""amazon"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
7sage.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
8-lives-cat.io,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
881903.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
8888.google,google,"{""google"": ""private""}",False,False,False,False,"step 1, "
99designs.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
9gag.com,amazon|cloudflare,"{""amazon"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 5 (SOA), step 7, "
9jarocks.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
9to5google.com,google,"{""google"": ""private""}",False,False,False,False,"step 3, "
a-dc-msedge.net,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
a-m-p.xyz,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
a-msedge.net,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
a0s.net,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
a3games.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
a4v690i84d0ak10tzweg.live,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
a7.org,bunnycdn,"{""bunnycdn"": ""private""}",False,False,False,False,"step 5 (SOA), "
aadl.org,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aamarpay.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
aan.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 5 (SOA), "
aaplimg.com,apple,"{""apple"": ""private""}",False,False,False,False,"step 2, "
aaroads.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
aast.edu,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 5 (SOA), "
aastra.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aawsat.com,amazon|cloudflare,"{""amazon"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
abadis.ir,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
abb-bank.az,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
abbott.com,amazon|twitter,"{""amazon"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 6, step 6, "
abc27.com,fastly,"{""fastly"": ""private""}",False,False,False,False,"step 7, "
abc4.com,fastly,"{""fastly"": ""private""}",False,False,False,False,"step 7, "
abcdstable.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abebooks.co.uk,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abebooks.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abebooks.de,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abebooks.fr,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abebooks.it,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
abetterrouteplanner.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
abjav.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
abmilf.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
about.google,google,"{""google"": ""private""}",False,False,False,False,"step 1, "
aboutamazon.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 3, "
abplive.com,microsoft|akamai,"{""microsoft"": ""private"", ""akamai"": ""third""}",True,False,True,False,"step 3, step 6, "
abxxx.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
accurate.id,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
aceplanet.co.kr,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
acesso.io,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
achatin.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
acowebs.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
acpwb.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
acrobat.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
acrobits.cz,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
acrpoker.eu,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
activerain.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
activesoft.com.br,amazon|twitter,"{""amazon"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
activtrak.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
actonservice.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
actonsoftware.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
ad-delivery.net,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
ad216.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adadapted.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 7, "
adam.com,digicert,"{""digicert"": ""private""}",False,False,False,False,"step 5 (SOA), "
adamnet.works,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
adblock-for-youtube.com,google|cloudflare,"{""google"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adcannyxml.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
addressy.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
addshoppers.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
addtocalendar.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
addx.live,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
adevarul.ro,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adex.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adform.com,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
adgebra.co.in,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
adgeek.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adgyani.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adiirc.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adipolo.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adjarabet.com,cloudflare|twitter,"{""cloudflare"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
adkit-advertising.amazon,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 3, "
adleadevent.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
adme.media,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admedia.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admeridianads.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admeridianopenrtb.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admidainsight.com,amazon|twitter,"{""amazon"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
admira.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admixer.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
admozartexchange.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admozartppc.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
admozartxml.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adnimation.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adnuntius.delivery,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adobeconnect.com,amazon|twitter,"{""amazon"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 6, step 6, "
adobedtm.com,adobe,"{""adobe"": ""private""}",False,False,False,False,"step 2, "
adokutcontextual.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adokutrtb.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adoric.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adpushup.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adquery.io,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adquint.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
adrecover.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adrise.tv,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adrive.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adrop.io,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adrta.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
ads2.bid,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adsaay.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 7, "
adsb.lol,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adsinteractive.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adsolut.in,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adsplacedhere.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adswizz.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adtarget.com.tr,cloudflare|twitter,"{""cloudflare"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
adtarget.market,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adtarget.me,cloudflare|telegram,"{""cloudflare"": ""private"", ""telegram"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
adtelligent.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
adtiming.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
adtrafficquality.google,google,"{""google"": ""private""}",False,False,False,False,"step 1, "
adultiptv.net,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adv.bet,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
advancedcommerce.services,digicert,"{""digicert"": ""private""}",False,False,False,False,"step 5 (SOA), "
advanceplumbing.com,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 6, "
advbox.com.br,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
advertising.com,amazon|cloudflare,"{""amazon"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 5 (SOA), step 7, "
advertoix.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
adverty-cloudflare.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 3, "
advlistings.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
advolcano.io,nextjs,"{""nextjs"": ""private""}",False,False,False,False,"step 7, "
adxadserv.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adxpoint.com,cloudflare|twitter|nextjs,"{""cloudflare"": ""private"", ""twitter"": ""private"", ""nextjs"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, step 7, "
adxpremium.services,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
adzestocp.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aem.live,microsoft|google|fastly,"{""microsoft"": ""private"", ""google"": ""third"", ""fastly"": ""third""}",True,False,True,True,"step 3, step 5 (SOA), step 6, "
aestus.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 3, step 5 (SOA), "
affise.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
afgr1.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
afreecatv.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 5 (SOA), "
aftersell.app,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
agilebits.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
agomo.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
agoralab.co,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
agroads.com.ar,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
agu.gov.br,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
ahaslides.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
ahlan.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 6, "
ahnlab.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 6, "
ai2.moe,shopify|cloudflare,"{""shopify"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 6, step 7, "
aiartondemand.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aicdn.com,upyun,"{""upyun"": ""private""}",False,False,False,False,"step 2, "
aihitdata.com,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
ailivechatweb.com,microsoft,"{""microsoft"": ""private""}",False,False,False,False,"step 3, "
aippy.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
aira.life,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
airdroid.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
airlinesim.aero,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
airplanes.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
airportinfo.live,microsoft|cloudflare,"{""microsoft"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
airproxy.io,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
airtame.cloud,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
airtame.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
aisense.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aisensia.com,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
aisweicloud.com,apple,"{""apple"": ""private""}",False,False,False,False,"step 3, "
aiv-delivery.net,microsoft|amazon,"{""microsoft"": ""private"", ""amazon"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
aivencloud.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
ajay.app,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
ajera.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
akadns.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamai-access.com,akamai|amazon,"{""akamai"": ""private"", ""amazon"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
akamai-zt.com,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 3, "
akamai.com,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamai.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamai.net.in,akamai|google,"{""akamai"": ""private"", ""google"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
akamaiapis.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 3, "
akamaiedge-staging.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaiedge.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaihd.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaiorigin.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaistream.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaitech.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaitechnologies.com,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akamaix.com,akamai|cloudflare,"{""akamai"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
akamaized.ca,akamai|cloudflare,"{""akamai"": ""private"", ""cloudflare"": ""third""}",True,False,True,False,"step 3, step 5 (SOA), "
akamaized.net,akamai,"{""akamai"": ""private""}",False,False,False,False,"step 2, "
akbartravels.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
akismet.com,twitter,"{""twitter"": ""private""}",False,False,False,False,"step 6, "
aladhan.com,cloudflare|nextjs,"{""cloudflare"": ""private"", ""nextjs"": ""private""}",False,False,True,False,"step 5 (SOA), step 7, "
alarmnet.com,cloudflare|twitter,"{""cloudflare"": ""private"", ""twitter"": ""private""}",False,False,True,False,"step 5 (SOA), step 6, "
alasans.ie,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
alation.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
alchemer.eu,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
alctel.com.br,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
aldoshoes.me,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
alertcalifornia.org,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
alertmedia.com,amazon|cloudflare,"{""amazon"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 5 (SOA), step 7, "
alevco.de,google,"{""google"": ""private""}",False,False,False,False,"step 5 (SOA), "
algopix.com,amazon,"{""amazon"": ""private""}",False,False,False,False,"step 5 (SOA), "
algosolutions.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 5 (SOA), "
alia-cloudflare.com,cloudflare,"{""cloudflare"": ""private""}",False,False,False,False,"step 3, "
alianza.com,amazon|cloudflare,"{""amazon"": ""private"", ""cloudflare"": ""private""}",False,False,True,False,"step 5 (SOA), step 7, "
alicdn.com,alibaba,"{""alibaba"": ""private""}",False,False,False,False,"step 2, "
alicloudapi.com,apple,"{""apple"": ""private""}",False,False,False,False,"step 3, "
